CodigoPostulacion;Ciudad;GeneroPostulante;ExperienciaLaboralRelevante;NivelDeEducacion;AreaDelConocimiento;AnosDeExperiencia;TamanoDelaEmpresa;TipoDeEmpresa;AnosEnElActualTrabajo;HorasDeCapacitacion;Etiqueta
18844;220;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;Ltda;5;47;0
21882;221;Masculino;Con experiencia relevante;Mag�st;STEM;11;10000+;Ltda;1;8;0
21404;240;Masculino;Con experiencia relevante;Universitaria;STEM;3;10000+;Ltda;1;20;0
32093;241;Masculino;Con experiencia relevante;Universitaria;STEM;3;oct-49;Startup;1;152;0
11012;242;Masculino;Con experiencia relevante;Ense�anza Med;;20;;;0;112;0
30566;235;;Sin experiencia relevante;Ense�anza Med;;1;;;0;28;0
4430;236;Masculino;Con experiencia relevante;Universitaria;STEM;13;<10;Ltda;2;57;0
8638;245;Masculino;Con experiencia relevante;Universitaria;STEM;14;50-99;Startup;3;24;0
16788;248;;Sin experiencia relevante;;;1;;;0;112;0
19574;246;Masculino;Con experiencia relevante;Universitaria;STEM;8;10000+;;5;68;0
16115;247;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;104;0
17863;250;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;94;1
17942;252;Femenino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;2;66;0
21207;253;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;2;56;0
19804;251;Masculino;Con experiencia relevante;Mag�st;STEM;10;5000-9999;Ltda;1;23;0
3080;255;Masculino;Con experiencia relevante;Mag�st;STEM;9;10000+;Ltda;4;90;0
18439;254;Masculino;Con experiencia relevante;Ense�anza Med;;5;<10;Ltda;0;6;0
17564;270;Masculino;Con experiencia relevante;Universitaria;STEM;14;1000-4999;Ltda;2;63;0
14094;273;Masculino;Con experiencia relevante;Ense�anza Med;;11;<10;Ltda;1;55;0
29548;272;Masculino;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;5;98;0
1868;271;Femenino;Con experiencia relevante;Universitaria;STEM;7;oct-49;Ltda;1;17;1
1646;260;;Con experiencia relevante;Mag�st;STEM;6;1000-4999;Ltda;1;7;0
12501;263;Masculino;Sin experiencia relevante;Mag�st;STEM;15;5000-9999;Ltda;5;46;1
33082;262;;Con experiencia relevante;;;6;oct-49;Ltda;1;52;0
22159;264;Masculino;Con experiencia relevante;Doctorado;STEM;12;1000-4999;Ltda;1;51;0
20406;261;;Sin experiencia relevante;Ense�anza Med;;1;;;0;232;0
4638;310;Masculino;Con experiencia relevante;Ense�anza Med;;4;;;1;32;1
33084;316;Masculino;Con experiencia relevante;Universitaria;STEM;15;50-99;Startup;2;90;0
22267;318;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;24;0
27486;317;Masculino;Sin experiencia relevante;Universitaria;STEM;10;;;0;10;0
445;313;Femenino;Con experiencia relevante;Universitaria;STEM;11;500-999;Ltda;5;26;0
30337;314;Masculino;Sin experiencia relevante;Ense�anza Med;;3;;;0;151;1
21311;312;Femenino;Sin experiencia relevante;Mag�st;STEM;1;oct-49;Ltda;1;6;1
10964;315;Masculino;Sin experiencia relevante;Ense�anza Med;;3;;;0;29;0
28510;311;Femenino;Con experiencia relevante;Universitaria;STEM;5;1000-4999;Ltda;1;30;0
21481;330;Masculino;Sin experiencia relevante;Universitaria;STEM;4;100-500;Ltda;3;164;1
9235;285;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;1;42;0
11975;287;Masculino;Con experiencia relevante;Ense�anza Med;;8;50-99;Ltda;5;41;0
1871;288;;Con experiencia relevante;Mag�st;STEM;3;50-99;Ltda;1;79;0
22483;286;;Con experiencia relevante;Universitaria;STEM;5;10000+;Ltda;1;92;0
18031;275;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;;;5;35;1
28811;277;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;134;1
26049;279;;Sin experiencia relevante;Universitaria;STEM;1;;;0;176;1
7523;276;Masculino;Sin experiencia relevante;Ense�anza Med;;7;;;0;89;0
30321;278;Masculino;Sin experiencia relevante;Universitaria;STEM;11;10000+;Ltda;1;16;0
10780;300;Masculino;Sin experiencia relevante;;;2;;;0;74;0
6885;302;Masculino;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;2;39;0
24855;304;Masculino;Con experiencia relevante;Universitaria;STEM;10;100-500;Empresa P�bli;1;4;0
15314;301;Masculino;Sin experiencia relevante;Universitaria;STEM;5;100-500;Ltda;1;13;0
27500;305;Masculino;Con experiencia relevante;Universitaria;STEM;15;100-500;Ltda;2;55;0
7936;303;Masculino;Con experiencia relevante;Mag�st;STEM;8;10000+;Ltda;2;124;0
21405;306;Masculino;Con experiencia relevante;Universitaria;STEM;3;;;1;8;0
22432;320;Masculino;Con experiencia relevante;Mag�st;STEM;10;5000-9999;Ltda;5;55;0
7781;324;Masculino;Sin experiencia relevante;Ense�anza Med;;7;;;1;12;0
20524;321;Masculino;Con experiencia relevante;Universitaria;STEM;10;1000-4999;Ltda;1;21;0
24615;323;Femenino;Sin experiencia relevante;Doctorado;STEM;17;100-500;ONG;4;16;0
20455;322;;Sin experiencia relevante;Ense�anza Med;;9;;;1;68;1
31515;325;Masculino;Con experiencia relevante;Mag�st;STEM;20;oct-49;Ltda;5;110;0
10315;290;Masculino;Con experiencia relevante;Mag�st;STEM;14;10000+;Ltda;1;82;0
22588;295;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;20;100-500;Ltda;1;39;0
24086;294;Masculino;Sin experiencia relevante;Universitaria;STEM;10;;;1;50;0
6725;293;;Con experiencia relevante;Universitaria;STEM;4;50-99;Ltda;4;36;1
20820;291;;Con experiencia relevante;Universitaria;STEM;16;100-500;Ltda;5;8;1
23250;292;Masculino;Con experiencia relevante;Universitaria;STEM;12;10000+;Ltda;4;35;0
7935;335;Masculino;Con experiencia relevante;Universitaria;STEM;1;;;1;41;0
13568;338;Masculino;Con experiencia relevante;Universitaria;STEM;2;500-999;Ltda;2;17;0
1477;349;Masculino;Con experiencia relevante;Doctorado;STEM;20;10000+;Ltda;1;34;0
9019;348;Femenino;Con experiencia relevante;Universitaria;Arte;4;oct-49;Ltda;3;87;0
19257;350;Femenino;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;18;;;5;38;0
738;336;;Con experiencia relevante;Ense�anza Med;;10;10000+;Empresa P�bli;5;66;0
30620;351;Masculino;Con experiencia relevante;Universitaria;STEM;10;1000-4999;Ltda;2;47;0
25836;339;Masculino;Con experiencia relevante;Mag�st;Administraci�n y Neogci;16;<10;Ltda;1;42;0
16506;343;Masculino;Con experiencia relevante;Universitaria;STEM;13;1000-4999;Ltda;2;10;0
9520;337;Masculino;Con experiencia relevante;Mag�st;STEM;10;<10;Ltda;1;188;0
19010;340;Masculino;Con experiencia relevante;Universitaria;STEM;6;5000-9999;;1;170;1
5668;347;Masculino;Sin experiencia relevante;Universitaria;STEM;1;;;0;78;0
6516;346;;Con experiencia relevante;Ense�anza Med;;6;500-999;Ltda;0;6;0
2473;344;Masculino;Con experiencia relevante;Universitaria;STEM;19;100-500;ONG;2;138;0
2388;342;;Con experiencia relevante;Universitaria;STEM;4;;;1;4;1
24139;341;Masculino;Con experiencia relevante;Mag�st;STEM;6;500-999;Ltda;2;155;1
11535;345;;Con experiencia relevante;Universitaria;STEM;3;10000+;Ltda;2;38;0
27407;370;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;1;45;0
30612;373;Masculino;Sin experiencia relevante;Ense�anza Med;;7;;;0;200;0
3430;372;;Sin experiencia relevante;Ense�anza Med;;2;;;0;43;0
8236;374;;Sin experiencia relevante;Universitaria;STEM;5;;;0;14;0
21060;371;Masculino;Sin experiencia relevante;Universitaria;STEM;8;500-999;Ltda;1;7;0
29272;375;Masculino;Con experiencia relevante;Universitaria;STEM;5;10000+;Ltda;1;12;1
2301;355;Masculino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;1;28;0
14054;359;Masculino;Sin experiencia relevante;;;20;<10;Ltda;0;60;0
31081;356;Masculino;Con experiencia relevante;Universitaria;STEM;2;;;1;122;1
22286;361;Masculino;Sin experiencia relevante;Universitaria;STEM;19;;;2;34;0
19853;358;;Con experiencia relevante;Ense�anza Med;;5;1000-4999;;0;102;0
20537;363;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;5;53;0
23893;364;Femenino;Sin experiencia relevante;Mag�st;STEM;14;;;1;11;1
8680;357;Masculino;Con experiencia relevante;Universitaria;STEM;19;500-999;Ltda;2;17;0
28168;362;Femenino;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;2;27;0
7366;360;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;17;1
19079;390;Masculino;Con experiencia relevante;Universitaria;STEM;13;50-99;Ltda;2;162;0
32362;397;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;3;32;1
4992;398;;Sin experiencia relevante;Ense�anza Med;;7;100-500;Ltda;0;83;0
7756;395;;Con experiencia relevante;Universitaria;STEM;2;<10;Startup;;4;0
28425;394;Femenino;Con experiencia relevante;Universitaria;Sin Licenciatura;15;50-99;Startup;2;48;1
21942;673;;Sin experiencia relevante;Universitaria;STEM;3;;;1;40;0
24185;672;Masculino;Con experiencia relevante;Mag�st;Humanidades;1;oct-49;Ltda;1;69;0
8051;670;Masculino;Con experiencia relevante;Ense�anza Med;;11;500-999;Ltda;5;130;0
19665;664;Masculino;Con experiencia relevante;Universitaria;STEM;8;10000+;Ltda;1;62;1
16433;663;Masculino;Con experiencia relevante;Mag�st;STEM;8;10000+;Ltda;5;3;0
31306;662;;Con experiencia relevante;Mag�st;Administraci�n y Neogci;20;100-500;Empresa P�bli;5;40;1
24168;661;;Con experiencia relevante;Mag�st;STEM;17;100-500;Ltda;1;50;0
14724;660;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;5;1000-4999;Ltda;0;86;0
29365;653;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;5;242;0
12847;652;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;10;100-500;Ltda;1;16;1
21118;651;;Con experiencia relevante;Mag�st;STEM;11;<10;Startup;2;53;0
8629;650;Femenino;Sin experiencia relevante;Universitaria;STEM;2;oct-49;Startup;1;100;0
3664;647;;Sin experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;1;47;0
27637;646;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;20;500-999;Empresa P�bli;3;28;0
1878;645;;Con experiencia relevante;Universitaria;STEM;20;;;5;142;1
1169;642;Masculino;Con experiencia relevante;Mag�st;STEM;12;500-999;Empresa P�bli;0;58;0
21862;641;;Con experiencia relevante;Universitaria;STEM;;50-99;ONG;1;138;0
20500;640;Masculino;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;2;28;0
15734;636;;Con experiencia relevante;Universitaria;STEM;20;;Empresa P�bli;4;22;0
4336;635;Masculino;Con experiencia relevante;Mag�st;STEM;10;10000+;Ltda;1;42;0
14479;634;Masculino;Con experiencia relevante;Mag�st;Administraci�n y Neogci;8;100-500;Ltda;1;78;0
19474;633;;Sin experiencia relevante;Universitaria;STEM;2;;;1;50;1
15954;632;Masculino;Con experiencia relevante;Universitaria;STEM;15;10000+;Ltda;1;282;0
3655;631;Masculino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;0;84;0
18725;630;Masculino;Con experiencia relevante;Universitaria;STEM;10;;Ltda;1;156;0
32769;629;Masculino;Con experiencia relevante;Universitaria;STEM;6;<10;Startup;1;19;0
18365;628;Masculino;Con experiencia relevante;Doctorado;STEM;15;50-99;Startup;4;108;0
6616;627;Masculino;Con experiencia relevante;Universitaria;STEM;4;oct-49;Ltda;1;31;1
29608;626;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;;1;51;0
23813;625;Masculino;Con experiencia relevante;;;20;5000-9999;Ltda;5;36;0
24992;624;Masculino;Con experiencia relevante;Mag�st;STEM;8;100-500;;1;73;0
23460;623;;Con experiencia relevante;Universitaria;STEM;6;;;0;4;1
27217;622;Masculino;Sin experiencia relevante;Universitaria;STEM;7;5000-9999;Ltda;2;38;0
229;621;Masculino;Sin experiencia relevante;Doctorado;STEM;14;5000-9999;Empresa P�bli;5;9;1
32169;620;;Con experiencia relevante;Universitaria;Arte;15;50-99;Startup;1;6;0
28618;619;Masculino;Con experiencia relevante;Universitaria;STEM;5;500-999;Ltda;1;28;0
12534;618;Masculino;Con experiencia relevante;Universitaria;STEM;4;500-999;Ltda;1;48;1
31453;617;Masculino;Con experiencia relevante;Universitaria;STEM;4;100-500;Ltda;4;13;1
15625;616;;Con experiencia relevante;Universitaria;STEM;9;5000-9999;;1;102;0
12414;615;Masculino;Con experiencia relevante;Universitaria;STEM;1;50-99;Ltda;1;25;1
32454;614;;Con experiencia relevante;Universitaria;STEM;19;100-500;Ltda;1;105;1
16783;613;;Con experiencia relevante;Universitaria;STEM;9;10000+;Empresa P�bli;1;92;0
23314;612;;Con experiencia relevante;Universitaria;STEM;11;oct-49;Ltda;1;39;0
14811;611;Masculino;Con experiencia relevante;Universitaria;STEM;16;10000+;Ltda;1;32;1
17516;610;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;1000-4999;Ltda;1;65;0
2179;609;Femenino;Con experiencia relevante;Ense�anza Med;;11;50-99;Ltda;1;32;0
5480;608;Masculino;Sin experiencia relevante;Ense�anza B�;;2;;Ltda;0;31;0
5432;607;;Sin experiencia relevante;Universitaria;STEM;1;;;2;25;0
6712;606;;Sin experiencia relevante;Mag�st;STEM;15;5000-9999;Ltda;1;40;0
5939;605;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;24;0
18504;601;Masculino;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;4;28;0
24871;600;;Con experiencia relevante;Universitaria;STEM;2;1000-4999;Ltda;1;44;1
1339;597;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;5;16;1
14590;596;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;3;56;1
20051;595;Masculino;Con experiencia relevante;Universitaria;STEM;16;50-99;Ltda;2;83;0
25065;593;Masculino;Con experiencia relevante;Universitaria;STEM;4;500-999;Ltda;2;192;0
18994;592;;Con experiencia relevante;Mag�st;STEM;18;1000-4999;Ltda;1;107;0
30820;591;Masculino;Con experiencia relevante;Universitaria;Arte;8;;;2;34;1
2012;590;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;34;1
6124;586;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;1;16;1
30830;585;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;37;0
11753;582;Masculino;Con experiencia relevante;Universitaria;Arte;5;;;0;101;0
20501;581;Masculino;Sin experiencia relevante;Universitaria;Sin Licenciatura;20;50-99;ONG;5;44;0
15779;580;Masculino;Con experiencia relevante;Universitaria;STEM;11;;;1;92;1
3627;576;;Con experiencia relevante;Universitaria;STEM;6;;;1;44;1
21456;575;Masculino;Sin experiencia relevante;;;3;;;0;270;0
6708;572;;Con experiencia relevante;Mag�st;STEM;5;50-99;Ltda;1;172;1
15179;571;;Sin experiencia relevante;Ense�anza B�;;5;;;0;34;0
14138;570;Masculino;Con experiencia relevante;Universitaria;Arte;19;100-500;Empresa P�bli;5;149;0
5894;566;Masculino;Con experiencia relevante;Universitaria;STEM;5;10000+;Ltda;2;64;1
18479;565;Masculino;Con experiencia relevante;Universitaria;STEM;6;10000+;Ltda;2;4;1
29313;563;Masculino;Con experiencia relevante;;;12;oct-49;Ltda;5;134;1
33195;562;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;14;1
1775;561;Masculino;Con experiencia relevante;Mag�st;STEM;10;100-500;Ltda;5;96;1
30392;560;;Sin experiencia relevante;;;2;;;1;148;1
17279;554;Masculino;Con experiencia relevante;Universitaria;STEM;7;;;1;98;1
14457;553;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;0;132;0
28873;552;Masculino;Con experiencia relevante;Universitaria;STEM;2;100-500;ONG;1;143;0
1750;551;Masculino;Sin experiencia relevante;Universitaria;STEM;15;50-99;Ltda;3;45;0
25095;550;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;3;152;0
10379;549;Masculino;Con experiencia relevante;Mag�st;STEM;2;100-500;Ltda;1;14;0
28077;548;Masculino;Sin experiencia relevante;Universitaria;STEM;7;1000-4999;ONG;4;6;0
24123;547;;Con experiencia relevante;Universitaria;STEM;7;10000+;Ltda;1;17;0
23694;546;Masculino;Sin experiencia relevante;Universitaria;STEM;3;10000+;Ltda;3;92;0
7074;545;Masculino;Con experiencia relevante;Universitaria;STEM;5;<10;Ltda;1;16;0
14469;543;Masculino;Con experiencia relevante;Universitaria;STEM;5;100-500;Ltda;1;34;1
8157;542;Masculino;Sin experiencia relevante;Universitaria;STEM;15;;;5;103;1
11531;541;Masculino;Sin experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;1;97;0
17223;540;;Sin experiencia relevante;Ense�anza Med;;1;;;;45;0
10381;539;;Con experiencia relevante;Universitaria;Humanidades;19;10000+;Ltda;;13;1
27340;538;Femenino;Con experiencia relevante;Universitaria;STEM;18;50-99;Ltda;5;4;0
31805;537;Masculino;Con experiencia relevante;Universitaria;STEM;17;50-99;Ltda;1;34;0
27913;536;Masculino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;3;47;0
1258;535;Masculino;Con experiencia relevante;Universitaria;STEM;1;100-500;Ltda;1;34;0
13502;531;Masculino;Sin experiencia relevante;Mag�st;STEM;3;1000-4999;Ltda;5;35;0
3899;530;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;0;19;0
16045;529;;Con experiencia relevante;Universitaria;STEM;16;50-99;;2;23;1
26721;528;;Sin experiencia relevante;Universitaria;STEM;10;;;0;25;1
13421;527;;Sin experiencia relevante;Universitaria;STEM;9;;;0;63;1
32382;526;Masculino;Con experiencia relevante;Universitaria;STEM;2;5000-9999;Ltda;1;170;0
4092;525;Masculino;Con experiencia relevante;Mag�st;STEM;4;10000+;Ltda;2;264;0
1730;520;Masculino;Con experiencia relevante;Universitaria;STEM;7;10000+;Ltda;4;48;1
6747;673;;Con experiencia relevante;Universitaria;STEM;1;50-99;Ltda;3;28;0
24029;672;;Con experiencia relevante;Mag�st;STEM;6;100-500;;0;114;1
1566;670;Masculino;Con experiencia relevante;Mag�st;STEM;5;5000-9999;Ltda;2;3;0
32047;664;Masculino;Con experiencia relevante;Universitaria;Humanidades;4;50-99;Empresa P�bli;2;42;1
3483;663;Masculino;Sin experiencia relevante;Universitaria;STEM;3;500-999;Empresa P�bli;1;11;0
16974;662;Masculino;Con experiencia relevante;Universitaria;STEM;3;;;2;112;1
26399;661;;Con experiencia relevante;Universitaria;STEM;7;;;2;76;1
17805;660;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;Ltda;5;24;0
29051;653;Masculino;Con experiencia relevante;Ense�anza Med;;18;100-500;Ltda;0;22;0
25005;652;;Sin experiencia relevante;Ense�anza B�;;5;;;0;105;0
26815;651;Masculino;Sin experiencia relevante;Universitaria;STEM;9;;;1;3;0
4577;650;;Con experiencia relevante;Universitaria;STEM;6;oct-49;;;39;0
9380;647;Masculino;Sin experiencia relevante;Ense�anza Med;;9;;;1;27;0
3061;646;Masculino;Con experiencia relevante;Mag�st;Otros;9;50-99;Ltda;2;8;0
23367;645;Masculino;Con experiencia relevante;Mag�st;STEM;8;1000-4999;Ltda;1;149;0
15239;642;;Con experiencia relevante;Universitaria;STEM;12;50-99;Ltda;5;14;1
15207;641;Masculino;Sin experiencia relevante;Mag�st;STEM;7;;;1;64;0
20553;640;;Con experiencia relevante;Mag�st;STEM;6;100-500;Otras;1;52;0
7101;636;;Sin experiencia relevante;Universitaria;STEM;4;;;1;40;1
211;635;Masculino;Con experiencia relevante;Mag�st;STEM;17;;Ltda;1;4;0
32514;634;;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;1;29;0
31705;633;Femenino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;15;;;5;184;0
13921;632;;Con experiencia relevante;Mag�st;Administraci�n y Neogci;15;10000+;Ltda;5;6;1
7704;631;Masculino;Con experiencia relevante;Mag�st;STEM;8;500-999;Ltda;3;108;0
1931;630;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;1;28;0
6563;629;Masculino;Con experiencia relevante;Universitaria;STEM;3;100-500;Ltda;5;87;1
351;628;Masculino;Sin experiencia relevante;Universitaria;Otros;19;oct-49;Ltda;5;94;0
3662;627;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;206;1
25236;626;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Ltda;2;30;0
2208;625;Masculino;Con experiencia relevante;Ense�anza Med;;2;50-99;Ltda;1;320;0
19144;624;Masculino;Con experiencia relevante;Universitaria;Arte;11;;;1;80;1
16789;623;;Con experiencia relevante;Mag�st;STEM;12;10000+;Ltda;3;106;0
8597;622;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;0;153;1
6230;621;;Sin experiencia relevante;Ense�anza Med;;1;;;4;254;0
28289;620;;Con experiencia relevante;Ense�anza Med;;20;10000+;Ltda;4;23;0
